success,collision,timeout,battery_dead,path_length_m,straight_line_m,path_efficiency,energy_j,energy_per_meter_j,flight_time_s,final_goal_distance_m,min_clearance_m,episode,return_goal,return_energy,return_safety,w_goal,w_energy,w_safety
True,False,False,False,42.78814666610143,41.65733595589718,0.9735718698211314,984.0189867440928,22.997466901824797,6.4,1.470440088069153,7.97635895336701,0,89.54689586782803,-8.760332839433433,0.0,0.8,0.1,0.1
False,False,True,False,47.758513513726015,43.27180437724276,0.9060542549090487,13306.10467388596,278.6122032475262,80.0,2.42904832019182,9.080977010226452,1,27.842756057050977,-118.45900059842668,0.0,0.8,0.1,0.1
True,False,False,False,53.48166236855577,53.57908125095902,1.0018215380391866,1118.4959379531629,20.913634476156002,7.6000000000000005,1.79750277851396,12.362930408143484,2,101.02157847244507,-9.957528084335825,-0.09576605525180668,0.8,0.1,0.1
True,False,False,False,52.166574015926955,52.09025932997661,0.9985370960736842,971.1616630212562,18.61655056597643,7.4,1.6348923636023298,16.40175937818754,3,99.71536696637429,-8.645869158596263,-0.01815774607125537,0.8,0.1,0.1
True,False,False,False,52.94259134618103,46.62669452187111,0.8807029149175654,1056.8162861981386,19.961551924948818,8.0,1.8937443633347963,8.89108917650902,4,93.9329501585363,-9.408418477637888,-1.8897221826589623,0.8,0.1,0.1
False,True,False,False,15.429915108234619,45.191634239612334,2.9288323313907614,467.6072700671945,30.3052393216112,2.6,30.40959524448655,0.3647014761160725,5,14.522038995125786,-4.16292305241137,-51.0039486331774,0.8,0.1,0.1
False,True,False,False,10.310564799398003,44.38330475613762,4.304643404086748,409.6090268873266,39.72711823810488,2.4000000000000004,35.381060608343695,-0.12683440642297228,6,8.762244147793925,-3.6465875739271763,-51.68667986385159,0.8,0.1,0.1
True,False,False,False,41.142429556861664,40.9016091738334,0.994146665969363,933.001798425872,22.677362724444833,6.4,1.4606768672307884,8.134115866152369,7,88.80093230660262,-8.30614693832754,-0.19838020430810588,0.8,0.1,0.1
True,False,False,False,46.080622217041224,47.22079295475341,1.024742954475353,976.4574761800272,21.190197293362942,6.6000000000000005,1.759476118752229,21.804482313790274,8,94.80131683600119,-8.693015693928666,-0.33358444603845455,0.8,0.1,0.1
False,True,False,False,12.457314705678503,48.19338008583773,3.868681270761299,498.0312778478236,39.97902353874087,2.4000000000000004,37.48882668688772,-0.05501183279602362,9,10.464553398950013,-4.433775991285746,-51.474842084086234,0.8,0.1,0.1
True,False,False,False,62.8978753844734,57.219112341654906,0.9097145490510428,1328.4833259655877,21.121275048561166,10.0,1.9680844570549176,9.897070403327886,10,104.2510278846,-11.826962958919712,-0.8215730968993477,0.8,0.1,0.1
True,False,False,False,56.65560473696114,56.60847746661054,0.9991681799078943,1107.1189628919033,19.54120811227769,8.200000000000001,1.780663908576837,8.755739122942659,11,104.00781355803369,-9.856243363629028,-1.3737246917339447,0.8,0.1,0.1
