success,collision,timeout,battery_dead,path_length_m,straight_line_m,path_efficiency,energy_j,energy_per_meter_j,flight_time_s,final_goal_distance_m,min_clearance_m,episode,return_goal,return_energy,return_safety,w_goal,w_energy,w_safety
True,False,False,False,56.111522855784834,41.65733595589718,0.7424025197634162,1073.6431964194114,19.13409477726773,6.0,2.6422466518111856,7.234360578057018,0,86.01508930408599,-28.674665463157165,-5.0440739248900375,0.8,0.1,0.1
True,False,False,False,45.2416259374585,43.27180437724276,0.956459974207408,569.5987682537891,12.590148042892972,4.2,2.985311265134108,6.1066101302088835,1,88.18649311210865,-15.212739374099652,-8.973123038614752,0.8,0.1,0.1
True,False,False,False,56.94159184747859,53.57908125095902,0.9409480752570766,618.1197742613157,10.85533007080283,4.4,2.886896893497194,6.471733094147256,2,98.49218435746184,-16.508629498343645,-12.0,0.8,0.1,0.1
True,False,False,False,54.33929169602501,52.09025932997661,0.9586113050823422,639.23477252921,11.763767111744867,4.800000000000001,2.7073032724143014,7.156233850462229,3,96.9829560575623,-17.07256499721909,-13.949555604960064,0.8,0.1,0.1
True,False,False,False,61.825533493421624,46.62669452187111,0.7541656640428714,872.0054994757788,14.104293973760246,6.2,2.883075703877529,4.424350862369037,4,90.64361881799357,-23.289362856199205,-4.671724576447183,0.8,0.1,0.1
True,False,False,False,57.47032834158574,45.191634239612334,0.7863472428938866,901.423359222412,15.685021910169578,5.2,1.7893640049619908,5.038418986841441,5,90.80227023465034,-24.07504965577099,-9.482784747372046,0.8,0.1,0.1
True,False,False,False,55.51367576636173,44.38330475613762,0.7995021792996004,884.5235502932163,15.933435105538257,5.800000000000001,2.4213961871385217,8.441731552451568,6,89.06190856899907,-23.623692660214093,-12.448027390973209,0.8,0.1,0.1
True,False,False,False,56.59358381584348,40.9016091738334,0.7227251998553044,950.4989003613209,16.795170693806227,5.800000000000001,2.9446773138407165,6.477127736250169,7,85.05693185999269,-25.38575020253988,-20.26164109448022,0.8,0.1,0.1
True,False,False,False,63.49742653477339,47.22079295475341,0.7436646732272476,976.3815377025695,15.376710380032003,5.6000000000000005,2.8789995693538692,10.49958072848689,8,91.54179338539953,-26.077018930865705,-18.005731366713036,0.8,0.1,0.1
True,False,False,False,55.33907526912526,48.19338008583773,0.870874329783493,808.5814125836886,14.611400870928751,4.800000000000001,1.7496967508637107,4.090019596740618,9,94.043683334974,-21.59544398259005,-5.888277177403473,0.8,0.1,0.1
False,True,False,False,50.417364058196505,57.219112341654906,1.1349088436199715,525.4499629766196,10.422003862996396,3.8000000000000003,11.706194984850459,-0.07206220249178408,10,43.612917356804445,-14.033621184609107,-53.093607308328345,0.8,0.1,0.1
True,False,False,False,59.26089350433213,56.60847746661054,0.9552417137023475,617.7039064919865,10.423465964900286,4.800000000000001,2.3788942986590595,9.374438230296079,11,101.82958316795147,-16.497522578277287,-11.378369978893963,0.8,0.1,0.1
True,False,False,False,52.25336728063387,53.15443489055534,1.0172442017962626,598.3724661821584,11.45136662616434,4.6000000000000005,2.757031768141595,6.618475437046289,12,98.09740312241374,-15.981222018040908,-1.1771836184129463,0.8,0.1,0.1
True,False,False,False,66.36039054210717,58.12684060469862,0.8759267407839595,871.1224363748155,13.127144509827268,5.2,2.5831008696576894,2.7260547179463277,13,102.94373973504094,-23.26577816895169,-17.391471544360787,0.8,0.1,0.1
True,False,False,False,47.93021479067018,45.78453248680056,0.9552332007431921,513.0553002740058,10.704214502578742,4.2,2.7461726827769066,10.567539234656001,14,90.93835980402365,-13.702586807721683,-10.256376595446726,0.8,0.1,0.1
True,False,False,False,64.37261131152304,40.87781135481005,0.6350186907439112,1016.5631431134884,15.791858096201205,6.800000000000001,2.9365285419844924,6.088004938487715,15,84.54128281282556,-27.150181874358704,-7.165528873284566,0.8,0.1,0.1
True,False,False,False,87.94285368652808,67.64766528882743,0.7692229948547864,1141.1568250893529,12.97611775434308,6.800000000000001,1.6731550366342494,9.123756605148145,16,112.57451025219316,-30.477807068087643,-21.446370336215608,0.8,0.1,0.1
True,False,False,False,64.23587701846803,50.5338241782832,0.7866915892462175,875.1055151352255,13.623313882421652,5.6000000000000005,2.8944459970993037,7.578439661291569,17,94.83937818118389,-23.372157505540482,-10.816366054675585,0.8,0.1,0.1
True,False,False,False,68.82377426630747,43.29231506050357,0.6290313997164383,1418.2920946286158,20.607589597464692,7.800000000000001,2.7527985195506566,10.89694036270399,18,86.63951654095291,-37.879484989190885,-2.80185277840755,0.8,0.1,0.1
True,False,False,False,59.71018807855618,54.19547466235409,0.9076420022501553,730.7235272176806,12.237836636125195,5.0,2.435189171515592,7.130651376124538,19,99.2602854908385,-19.516029868120143,-12.0,0.8,0.1,0.1
True,False,False,False,52.163914637449736,42.947990753814494,0.8233276020849304,816.9084820357052,15.660413673195203,5.4,2.951263242805264,7.215776612646639,20,87.29672751100924,-21.817841825394222,-6.332159316810387,0.8,0.1,0.1
True,False,False,False,62.829297375464215,42.46816803115647,0.6759293801643074,1217.1429962958946,19.372220399383412,7.2,2.6324594469021187,4.837347789876732,21,86.23570858425435,-32.50723178426925,-8.124175317654167,0.8,0.1,0.1
True,False,False,False,71.12495440157976,46.90548429826503,0.6594799911354771,1214.5483643190753,17.076262115566276,6.6000000000000005,2.6490696730277707,8.269692640659553,22,90.95641462523724,-32.43793482957943,-11.0,0.8,0.1,0.1
True,False,False,False,45.61890930989671,42.16630944223505,0.9243164749028174,570.5736063862031,12.507392548782859,4.2,2.924734182295115,6.5357536698480265,23,87.14157525993993,-15.238775172045306,-10.384402377595835,0.8,0.1,0.1
True,False,False,False,57.00451979043318,55.012776840937946,0.9650599117961608,609.0866636498547,10.684883687978633,4.800000000000001,2.864303981630743,7.712579629915007,24,99.7484728593072,-16.267374837820316,-8.018410616500613,0.8,0.1,0.1
True,False,False,False,64.48864398460557,55.524708321608735,0.8609997805949111,759.4450007129017,11.776414478403249,5.4,2.8610348663771012,4.1042506689581995,25,99.96367345523163,-20.283117711484707,-9.062975633506841,0.8,0.1,0.1
True,False,False,False,74.84848382736763,53.1044882659872,0.7094931727470751,1116.8881366469604,14.921987454321433,6.800000000000001,2.507143166544412,8.078570355359563,26,97.19734509944277,-29.82964339077288,-12.590716708384102,0.8,0.1,0.1
True,False,False,False,55.118438680032355,43.930851568248116,0.7970264147587848,687.676170618148,12.476336178718196,4.800000000000001,2.7863066176403435,9.5407235578351,27,88.74454495060778,-18.366328967782458,-7.0,0.8,0.1,0.1
True,False,False,False,54.106703768175336,54.194149494550906,1.0016161717548022,620.4544590116267,11.467238175698437,4.800000000000001,2.402206611191321,7.420899152792409,28,99.39194288335958,-16.570983830211404,-1.0249962563814334,0.8,0.1,0.1
True,False,False,False,45.610040907410124,43.25013029019791,0.9482589673181194,622.7459918612302,13.653703865897095,4.0,2.439589360264274,8.819388784561985,29,88.81054092993362,-16.632185669033987,-3.0,0.8,0.1,0.1
False,True,False,False,55.10216873946528,47.39720284773036,0.8601694621464787,507.6173734094297,9.212293908240747,4.6000000000000005,6.315205174430166,0.4885230234499811,30,38.78199767330019,-13.557351654949459,-64.19948111214987,0.8,0.1,0.1
True,False,False,False,40.15885001386593,40.34840801352905,1.0047202048763266,553.964631619144,13.794335032698216,3.8000000000000003,2.8348121311525656,7.476712808858451,31,85.61359588237647,-14.795185721919092,-1.3858541514910634,0.8,0.1,0.1
True,False,False,False,62.43545309389871,49.62588553501568,0.7948350348380061,959.8330206891113,15.373205016156241,6.0,2.8292009333384787,5.45159807065904,32,93.79668460167719,-25.63504417532792,-9.389579433831598,0.8,0.1,0.1
True,False,False,False,61.11770308940475,40.77550186046324,0.6671635189040996,1038.0271478848667,16.984066733764692,5.6000000000000005,2.7401236256418637,17.17643178223697,33,85.23537823482137,-27.72343857488218,-8.001626299272031,0.8,0.1,0.1
