success,collision,timeout,battery_dead,path_length_m,straight_line_m,path_efficiency,energy_j,energy_per_meter_j,flight_time_s,final_goal_distance_m,min_clearance_m,episode,return_goal,return_energy,return_safety
False,False,True,False,51.16269134075987,49.8690727507536,0.9747155875481539,13359.197048969285,261.1120857578184,80.0,2.117189096026067,10.075179099296289,0,34.75188365472668,-356.79498320589425,-4.6758881297144255
False,True,False,False,48.38202950092888,48.14828387505324,0.9951687511192321,7166.423466210487,148.12159680223624,43.400000000000006,2.9191816556807084,0.10624022177046877,1,40.88910221937226,-191.39952280816163,-69.23713209528066
True,False,False,False,64.38471496056286,64.19864830630337,0.9971100803292604,1864.855059575188,28.964251231328046,12.200000000000001,1.6565682041070664,12.517554469473618,2,111.3220801021963,-49.80620670715384,-15.02321160651688
True,False,False,False,50.2156710705801,49.708524415759825,0.9899006297435026,1722.7476668539382,34.30697290558058,11.600000000000001,1.9958247936166431,7.0322367726377895,3,96.55269962214317,-46.01082854081975,0.0
False,True,False,False,40.06040398170517,47.06878637671081,1.1749453749444523,1097.1291325741263,27.386871412359305,7.800000000000001,8.291163744162647,0.35730238669389935,4,37.997622632548165,-29.301923536017394,-53.9373217801173
False,True,False,False,8.302350392776882,41.77354633574361,5.031532561199413,353.4813921418351,42.5760628519566,2.2,34.32742169305327,0.4898224987968236,5,7.226124642690344,-9.440716153114474,-53.07511426514082
True,False,False,False,46.312039744499636,45.04340973859658,0.9726069071260519,1458.1162358684294,31.484604088110935,10.200000000000001,1.815016519344459,0.9624536599444657,6,92.20839321925214,-38.94310084520108,-13.729236429837151
False,False,True,False,48.02013823770436,48.3714210227356,1.0073153222361078,13229.417404614229,275.49727864437466,80.0,2.636110001033923,12.755674555554949,7,32.73531102170084,-353.3288522806303,-1.6784932794827137
False,False,True,False,42.573380616544114,42.883203367608935,1.0072773819362708,13252.482082708912,311.28564118675996,80.0,2.1628723463819126,4.506864882977946,8,27.720331021226183,-353.9448594705293,-2.379079706988929
True,False,False,False,59.734291976148455,58.79955982150789,0.9843518333654344,1910.207366330097,31.978404751040348,12.8,1.9575382014447344,8.877791051177768,9,105.56202162006315,-51.01746779325442,-9.04227829212172
False,True,False,False,9.340814899518401,44.81344146879137,4.797594423062797,413.63268327817275,44.28229097008432,2.6,36.05073890064966,0.36371567161395313,10,8.502702568141707,-11.047225798277509,-54.211959986569326
False,False,True,False,44.46516232099983,42.812725343117876,0.962837491383641,13560.563821271016,304.9705232913698,80.0,2.5679873969282805,5.290653596424536,11,27.24473794618871,-362.17305000723417,-10.341308718758357
False,True,False,False,12.291627328692353,44.30672688704612,3.6046266049427724,444.96899598076584,36.20098332643672,3.0,32.432343001374164,0.19628240410293163,12,11.574383885671956,-11.884150287337208,-53.64008962702799
False,True,False,False,28.568732951901254,48.93318242487594,1.7128229840385494,938.2431246431388,32.84160785929075,6.4,21.634387519594725,0.05191092816615184,13,26.658794905281223,-25.058425193745173,-54.81047485098109
True,False,False,False,45.712620981448715,45.39081302551022,0.9929601946020752,1458.2739773288847,31.900904958407164,10.0,1.7966217079955904,7.152081482739186,14,92.59419131751463,-38.94731377517941,-1.1257224655180453
False,True,False,False,10.534911488370733,48.18061224897993,4.573423545339274,431.112820832835,40.92230118010306,2.8000000000000003,38.13584151887616,-0.2829715995785005,15,9.764770730103766,-11.514082104265874,-54.577100954493524
True,False,False,False,53.184686586297765,52.38858307660577,0.9850313396432216,1769.8215672405195,33.276901319495366,11.8,1.7407011010852964,7.864846655248728,16,99.46788197552047,-47.26806963370134,-1.767720707738919
False,True,False,False,9.230521292688898,50.85454815358569,5.509390698645092,383.8516093992896,41.58504132408232,2.4000000000000004,42.2366963044376,0.3841609638653014,17,8.37785184914809,-10.251838342315885,-55.55621747480891
True,False,False,False,59.07184292248092,59.165092753609635,1.0015785834081914,1576.9124482151683,26.69482396688599,11.200000000000001,1.8126624700070078,9.485266135223366,18,106.23243028360264,-42.11588828398278,-1.2993018350399241
True,False,False,False,61.679539181161886,59.80603959791634,0.9696252662046841,1644.315245781567,26.659006659436464,11.8,1.985704450154843,2.862327437658933,19,106.64033514776148,-43.91606983213868,-5.110396240676643
False,False,True,False,50.282908063074004,49.07402499560053,0.9759583700696652,13267.703120947172,263.8610937995948,80.0,3.0175370863272954,6.241260284443228,20,33.05648790927242,-354.3513801665477,-9.967745186600263
True,False,False,False,46.38186695187757,45.7865532653256,0.9871649477333541,1326.5659290182132,28.60096016390545,9.200000000000001,1.407559656715053,5.222028361185131,21,93.45899360861056,-35.4296793909547,-5.843488629694558
True,False,False,False,41.860000217856076,42.935400982671005,1.0256904146970405,1376.2541748616222,32.87754820112395,9.4,1.8273843364023308,7.780263197196008,22,90.16801664626868,-36.75674394253251,0.0
True,False,False,False,50.55860762665414,50.77800043191405,1.0043393759353503,1514.9125887749965,29.963495038505478,10.0,1.9475320051914562,11.246592175837026,23,97.8304684267226,-40.46000741579611,-2.3819058871514214
True,False,False,False,66.57821218133043,66.09939899979331,0.9928082601522397,1956.5570341534124,29.38734715231752,12.200000000000001,1.8148400429326823,11.968886821655135,24,113.06455895686062,-52.25536621574193,-2.2518025655492986
False,False,True,False,42.7098661670759,41.515312012521285,0.9720309553328577,13246.91356786415,310.1605028693793,80.0,2.164856050694594,3.271053482147095,25,26.350455961825954,-353.79613659794677,-22.835284277977582
True,False,False,False,45.80698274957768,45.757427239702245,0.9989181669059858,1415.4522239147982,30.900359267340047,9.8,1.8457898619952988,9.233286934368444,26,92.93163737770695,-37.803638243317636,-6.229616845225216
True,False,False,False,48.66445647491459,48.52223335837999,0.9970774744682928,1867.399861367389,38.37297273277861,11.0,1.9126059236031407,5.657190302625718,27,95.50962743477686,-49.87417280641731,0.0
False,True,False,False,50.93876950454957,51.090511346138555,1.002978906696508,1504.4239594203057,29.533967428992153,10.4,3.3120180871081484,-0.06827006997192608,28,46.738493259030406,-40.17987902778429,-59.01529740820679
True,False,False,False,49.9808563792357,50.28505425370785,1.006086287761138,1326.953448525759,26.54923393983772,9.4,1.680421786180385,3.9180939546795583,29,97.66463246752747,-35.440029190847625,-1.0654944329366092
False,True,False,False,42.77484274686327,42.848218320860184,1.001715390853244,5464.472134458014,127.74967208637442,33.6,2.8729651169659776,0.4420177892480872,30,36.6152532038941,-145.9441189688471,-57.080928676277175
True,False,False,False,50.3733527233051,49.5421357312058,0.9834988749574586,1644.5508386969789,32.64723806910973,10.8,1.8091127187253555,3.183812388119205,31,96.65302301248047,-43.922362004489315,-4.038651388947626
True,False,False,False,51.38546860491478,50.30475965201496,0.978968588158473,1636.8253457700903,31.853856551451894,11.200000000000001,1.5318652499738177,9.63200201440957,32,97.65289440204117,-43.716030957121525,-3.3637893903565677
True,False,False,False,45.0388841591562,44.86632995121517,0.9961687725803494,1252.4397376249517,27.807965517066133,8.6,1.7785198439122192,9.472388867351665,33,92.22781010730296,-33.44993067429688,-3.115951633761012
False,True,False,False,42.80363432473136,42.25791271732537,0.9872505777601533,8438.597088624607,197.14674283507975,51.6,2.594963349942336,0.47637896998303253,34,34.50294936738262,-225.37650245599556,-64.97493797723413
True,False,False,False,44.48652338328974,45.07773991771262,1.0132897895690576,1089.9715147452666,24.501161966607786,8.0,1.9450323124926905,9.371059203678417,35,92.33270760521992,-29.110759192555644,-7.453537850546017
True,False,False,False,50.961744414124,50.81309440735921,0.9970831059950218,1795.6996335763054,35.236227766933126,11.4,1.8256325435036693,4.807956183019911,36,97.84746186385554,-47.95921628045209,-10.677123090673833
