success,collision,timeout,battery_dead,path_length_m,straight_line_m,path_efficiency,energy_j,energy_per_meter_j,flight_time_s,final_goal_distance_m,min_clearance_m,episode,return_goal,return_energy,return_safety
True,False,False,False,60.90114160531545,49.8690727507536,0.8188528398029411,840.7561418219755,13.805260782641787,4.800000000000001,2.279531238356081,8.405423156648737,0,95.18954151239751,-22.45476074662526,-6.0
True,False,False,False,58.31541830680211,48.14828387505324,0.8256527222653406,928.9566631469197,15.929863664178896,6.2,2.5724104515595565,3.591111286081052,1,92.47587342349368,-24.81040408428475,-14.262415770389891
True,False,False,False,70.18395737032803,64.19864830630337,0.9147196982289988,817.9604955717217,11.654522289983243,5.2,2.323554941459002,12.182153962101964,2,109.27509336484435,-21.845938809856655,-11.80289680928037
True,False,False,False,51.239646639183775,49.708524415759825,0.9701184078374757,721.8046381079898,14.086838716721639,4.6000000000000005,2.414534265101348,8.568277127342055,3,94.99399015065848,-19.277825814505043,-0.08015759913088658
True,False,False,False,48.711718578481864,47.06878637671081,0.9662723416517518,604.4514553854668,12.408748305843595,4.0,2.52971035020651,6.180838422348571,4,92.5390760265043,-16.14357854611313,-3.0
True,False,False,False,52.243768645266236,41.77354633574361,0.7995890690693631,889.3089770398591,17.022297588794615,5.0,2.0334559561968137,16.847540418995067,5,87.24009037954679,-23.751500959578408,-13.308763422142754
False,True,False,False,12.19900173574677,45.04340973859658,3.6923848946267257,150.64116475431,12.348646882546609,1.4000000000000001,34.866008352073614,0.3432482441414386,6,9.477401386522967,-4.023296583740251,-52.78799611084165
True,False,False,False,51.169624894520325,48.3714210227356,0.9453151380813742,571.0937673207939,11.160796439255341,4.4,2.0338083430517058,10.241017230089657,7,94.13761267968388,-15.252667534830389,-9.003008007982006
False,True,False,False,10.958821507411578,42.883203367608935,3.9131218022491314,159.26757433328524,14.533275701732228,1.4000000000000001,35.94261165623781,0.21734514700696206,8,6.240591711371128,-4.253689147722616,-52.155183756824655
True,False,False,False,75.67609627061503,58.79955982150789,0.7769898649534294,950.8710030873224,12.565011277630408,6.2,2.4589680728440566,4.137919343040671,9,103.24059174866383,-25.39568825386046,-17.14975795836618
True,False,False,False,53.07654959891754,44.81344146879137,0.8443171571519281,759.1112137934816,14.302195970345503,4.6000000000000005,2.9234169140130337,8.37900371296816,10,89.59002455477832,-20.274202991694864,-10.009859195385953
True,False,False,False,55.82429367518428,42.812725343117876,0.7669192483155327,1011.8502415007699,18.1256255097155,5.4,2.7429821431437933,7.166747904408937,11,87.36974319997407,-27.024310562961986,-11.000682534267128
True,False,False,False,56.38034350398225,44.30672688704612,0.7858541493972389,887.1872906796325,15.735755327864732,5.0,2.7221261833142463,6.982355203009619,12,89.08460070373187,-23.694835349625173,-5.0
True,False,False,False,50.93090729614564,48.93318242487594,0.9607757847380644,608.0709978339345,11.939135391761463,4.6000000000000005,2.444656295007859,3.5742187714997575,13,94.18852612986807,-16.240248621595967,-5.030369215535306
True,False,False,False,53.145153701461034,45.39081302551022,0.8540912926979147,631.1006534379417,11.875036752797872,4.6000000000000005,2.487161843781199,10.066638919189495,14,90.60365118172902,-16.85532043724101,-0.4809580413363793
True,False,False,False,58.563222645636124,48.18061224897993,0.8227110816718372,805.5685360492947,13.755536318821795,5.0,1.7377221546117327,7.1152246973123345,15,93.94289009436818,-21.51497662900959,-9.0
True,False,False,False,54.36891628941943,52.38858307660577,0.9635760035702781,616.662504664678,11.342188639222238,4.4,2.69802221130495,6.743541456334778,16,97.49056086530081,-16.469709009383646,-12.443263329370819
True,False,False,False,60.30172458605523,50.85454815358569,0.8433348880596659,802.6629522123385,13.310779380229437,4.6000000000000005,1.946690055906171,6.69259855916575,17,96.60785809767951,-21.437374829102755,-5.0
False,True,False,False,24.503229099817606,59.165092753609635,2.4145835029575773,252.84197152146174,10.318720462983542,2.4000000000000004,38.76524561706846,-0.6656811369675859,18,19.199847136541177,-6.752856975764602,-53.59802668867936
True,False,False,False,65.63045009557182,59.80603959791634,0.9112544483669713,630.8928253259144,9.612806622645449,5.0,2.6498537116994894,9.854975014277207,19,104.65618588621685,-16.84976980216401,-10.799075971400722
True,False,False,False,50.38909560770546,49.07402499560053,0.9739016825715001,570.3281996289396,11.31848454016955,4.4,2.6829266658007676,7.047520032805236,20,94.19109832979974,-15.232220893407488,-10.547588899566378
False,True,False,False,6.8766365517622905,45.7865532653256,6.658277330883771,119.70646782339728,17.407706067106286,1.0,40.12137327753273,0.3263178216819915,21,5.165179987792868,-3.1970983750091264,-52.221904594276005
True,False,False,False,56.381038671459564,42.935400982671005,0.7615219938189108,869.9459729316648,15.429761377773923,5.2,1.8477936916554671,4.925593773687804,22,88.48760729101554,-23.23435739920762,-7.035459602446631
True,False,False,False,60.16724499659544,50.77800043191405,0.8439475737136929,914.5592565587264,15.200284749791628,5.0,2.590771460952456,11.232110544961737,23,95.68722897096158,-24.42588079122957,-6.583789255594434
True,False,False,False,78.56747236290607,66.09939899979331,0.8413074394767052,1043.6259793747527,13.283181296124756,5.800000000000001,2.8206601253134704,11.94966273060807,24,110.37873887447984,-27.8729711388592,-15.0
True,False,False,False,45.47134147284406,41.515312012521285,0.9129994996368129,554.3347452166958,12.19085972090245,4.0,2.7730495850678074,6.524264395948708,25,86.74226242745348,-14.805070647962081,0.0
True,False,False,False,50.8079799159471,45.757427239702245,0.9005952867128331,630.1397256553472,12.402377081273512,4.2,2.3723363623648406,11.227701422150258,26,91.28509087733741,-16.829656154365615,-3.0
True,False,False,False,55.56834202381341,48.52223335837999,0.8731992280350229,857.9694848829752,15.439897136310071,4.6000000000000005,2.2158407590374365,11.205483753598488,27,94.00639259934255,-22.914491554236978,-6.0
False,True,False,False,24.140007279205392,51.090511346138555,2.116424852537173,226.35309285969225,9.376678732598254,2.2,29.134679653000745,0.3286208100905097,28,20.85583169313781,-6.045396865503086,-59.59285321019189
True,False,False,False,49.81712115886366,50.28505425370785,1.009393017580281,620.9753257807632,12.465098571242446,4.2,2.99174189712335,6.531022859538268,29,95.19331235658449,-16.584895044296008,0.0
True,False,False,False,46.26039151303933,42.848218320860184,0.9262398548612075,494.4498553335017,10.688406197213702,4.0,2.961276484571792,8.847681108410983,30,87.88694183628837,-13.20567599858008,-10.0
