success,collision,timeout,battery_dead,path_length_m,straight_line_m,path_efficiency,energy_j,energy_per_meter_j,flight_time_s,final_goal_distance_m,min_clearance_m,episode,return_goal,return_energy,return_safety,w_goal,w_energy,w_safety
True,False,False,False,42.445068167354265,41.65733595589718,0.9814411368512549,1110.4656718283497,26.162419328671056,7.0,1.9915924397137268,7.1278260701483305,0,88.96574351618347,-29.6581133789992,-3.115620619348784,0.8,0.1,0.1
False,True,False,False,27.852586730709625,43.27180437724276,1.5536009202883931,651.1666471647832,23.379036692732804,4.4,18.63788711205321,0.4862861372712626,1,24.193917265189555,-17.391239315339327,-53.2571339736733,0.8,0.1,0.1
True,False,False,False,52.85468054606122,53.57908125095902,1.0137055166621718,1185.1644242925088,22.42307421117936,8.0,1.5698022231228255,3.462881341684342,2,101.2092790278362,-31.653153951666503,-6.362789520559933,0.8,0.1,0.1
False,True,False,False,13.955918905055697,52.09025932997661,3.7324850971372654,363.79428020133207,26.06738278405611,2.6,38.275890085675236,0.1504246481675331,3,13.554369244301377,-9.716150874864942,-54.19161561558566,0.8,0.1,0.1
False,True,False,False,18.706911407160405,46.62669452187111,2.4924849167791487,386.9728171199583,20.68608808249541,3.0,28.976185104971435,0.4773303887700733,4,17.350509416899676,-10.335198985339265,-52.028920586401085,0.8,0.1,0.1
True,False,False,False,46.256134222635076,45.191634239612334,0.9769868364291057,1302.9618402237809,28.16841186841305,8.0,1.9999621402657102,4.221814951047875,5,92.39167209934661,-34.79926571907541,-0.6177731709921847,0.8,0.1,0.1
True,False,False,False,44.10557380917376,44.38330475613762,1.0062969580254297,879.7748522324476,19.94702202580705,6.4,0.9288020633472029,8.56483013393205,6,92.81450269279043,-23.496865303851934,-2.36784860749837,0.8,0.1,0.1
False,True,False,False,19.70627953604547,40.9016091738334,2.0755622135075664,503.31544692108383,25.54086609806033,3.4000000000000004,21.935977301128503,0.07011479872456583,7,18.6256318727049,-13.442456591755459,-56.072792235258916,0.8,0.1,0.1
True,False,False,False,47.43255743573863,47.22079295475341,0.9955354614544638,1121.7403936116891,23.649165346638053,7.2,1.8593634269066754,10.387609375771609,8,94.64142952784674,-29.959236579337645,-1.7595492249421834,0.8,0.1,0.1
True,False,False,False,48.48487705254845,48.19338008583773,0.9939878786039864,1069.5910279204727,22.06030195273545,6.800000000000001,1.8862322028114247,5.701127315447753,9,95.62714788302631,-28.566440890510574,-0.005448577388121958,0.8,0.1,0.1
True,False,False,False,57.35141020651524,57.219112341654906,0.9976932064201395,982.0400738550198,17.123207089744028,7.800000000000001,1.920476354657092,5.868450092007771,10,104.51863598699781,-26.228146076013953,-0.9336684716416044,0.8,0.1,0.1
False,True,False,False,39.03713032526852,56.60847746661054,1.450118822642252,755.4561840289606,19.352246892491426,5.6000000000000005,22.116887647105877,0.26104638714729256,11,33.931589819504666,-20.17658512748723,-55.663451073480005,0.8,0.1,0.1
False,True,False,False,41.0966673403426,53.15443489055534,1.2934001302430727,830.9671868971963,20.21981928645285,6.2,14.528322478112749,0.09507731873190073,12,38.0061124124426,-22.193319134888615,-54.768213394983114,0.8,0.1,0.1
True,False,False,False,58.68585581528032,58.12684060469862,0.9904744473295021,1361.310611985796,23.196570844440934,8.6,1.999414679222519,5.637592462362268,13,105.2674259254761,-36.35763400757364,-6.931199307785544,0.8,0.1,0.1
True,False,False,False,47.83668748781179,45.78453248680056,0.9571008130206738,1219.8032074087168,25.49932429413111,8.6,1.9906775001714083,12.3492179408536,14,92.93385498662916,-32.578280214488835,-4.050041843256507,0.8,0.1,0.1
True,False,False,False,40.40275070103307,40.87781135481005,1.0117581265021351,828.06490556678,20.495260624559577,6.4,1.976785499862992,3.2376655418032714,15,88.26102585494706,-22.11580553772041,-4.497943353562953,0.8,0.1,0.1
True,False,False,False,69.47080270482422,67.64766528882743,0.973756782057879,1500.4037684314162,21.59761669670796,10.0,1.883601894184525,7.697976947403637,16,114.76406339464287,-40.072508504607846,-1.4375613335414357,0.8,0.1,0.1
False,True,False,False,21.34296623439781,50.5338241782832,2.3677038900450196,535.7727659242023,25.103013331891685,3.8000000000000003,29.665624381990423,0.46491172514371826,17,20.48819979629278,-14.309320711371063,-52.456930889154314,0.8,0.1,0.1
True,False,False,False,43.89746449764789,43.29231506050357,0.9862144785793552,1109.3524657244416,25.27144741546252,7.2,1.813850703253201,8.997462814818096,18,90.75846435725036,-29.628382074663104,0.0,0.8,0.1,0.1
False,True,False,False,40.57141460592798,54.19547466235409,1.3358044127560558,892.4990510019123,21.998223618052187,6.0,15.526104008347149,-0.654283095532572,19,38.06937065400694,-23.836700869538877,-58.159603514128726,0.8,0.1,0.1
True,False,False,False,69.73043259274057,42.947990753814494,0.61591458932503,8826.713232420412,126.58337119421995,53.400000000000006,1.9578383066320013,7.919972503052266,20,85.65015244718253,-235.74223720037878,-39.50254285739105,0.8,0.1,0.1
False,True,False,False,24.652177987213143,42.46816803115647,1.7226943620634378,651.516707925184,26.428362973166905,4.0,19.322044156996828,-0.21774380118304126,21,22.74612387415965,-17.400588673887643,-55.63197395498384,0.8,0.1,0.1
True,False,False,False,49.5102488664708,46.90548429826503,0.9473893864837798,1567.7170300958117,31.664495048771542,9.600000000000001,1.9780186760004954,8.394036698321685,22,93.96746562226454,-41.870298744323996,-0.010734504285293349,0.8,0.1,0.1
True,False,False,False,46.23708255880379,42.16630944223505,0.9119586943793094,1429.0292206601223,30.906561175063313,9.4,1.9627739733448573,5.906338321072773,23,89.26353546889021,-38.16625018084487,-0.6968495287388484,0.8,0.1,0.1
False,True,False,False,23.555544931414303,55.012776840937946,2.3354491267816706,447.91459669244983,19.01525088876628,3.6,33.02553839503282,-0.005768987712258866,24,21.62723844590513,-11.962820850590683,-54.37224248063186,0.8,0.1,0.1
True,False,False,False,56.07969831383007,55.524708321608735,0.9901035488972224,1007.1744204458174,17.95969755060957,7.800000000000001,1.0962252264245047,6.531684080207166,25,103.64848309518422,-26.89942959229733,-5.0649549486625824,0.8,0.1,0.1
True,False,False,False,58.48040667660821,53.1044882659872,0.908073169867826,1456.5243935651604,24.906194678494955,10.200000000000001,1.670106303372369,5.098766415785574,26,100.41438196261484,-38.90058621308814,-5.697323591619379,0.8,0.1,0.1
True,False,False,False,48.005932723767074,43.930851568248116,0.9151129678290483,1377.8530868491516,28.70172515504517,9.600000000000001,1.9837552483073186,8.340408033102424,27,90.9870963199408,-36.799447390475294,-0.8536149599532468,0.8,0.1,0.1
True,False,False,False,55.050852159706714,54.194149494550906,0.9844379763155992,1057.8664368140523,19.216168239232722,8.0,1.9313248430297971,4.033612932766679,28,101.46282465152112,-28.253302662847847,-3.83003806172194,0.8,0.1,0.1
True,False,False,False,43.34445928254372,43.25013029019791,0.9978237358613492,877.792983971963,20.25156152600755,6.2,1.4006320555440872,5.747552593343579,29,91.22949823465382,-23.443933930048274,-4.57459260963014,0.8,0.1,0.1
False,True,False,False,26.622987531035783,47.39720284773036,1.7803111988268414,549.5637769705291,20.64245330580854,4.2,22.541766235796082,0.23980923929673015,30,24.435436611934286,-14.677648503575174,-55.47989408676902,0.8,0.1,0.1
True,False,False,False,39.815305087049495,40.34840801352905,1.0133893969998224,910.07229075884,22.85734816722161,6.2,1.5890723612288897,10.797738466941484,31,88.13933565230016,-24.30604373205996,-3.022980232047179,0.8,0.1,0.1
True,False,False,False,52.52253230721994,49.62588553501568,0.9448494456577052,1184.1991079394106,22.546496825641942,8.200000000000001,1.928729813657611,11.021722548591306,32,96.87715572135806,-31.62737245965545,-3.893673798087412,0.8,0.1,0.1
True,False,False,False,40.06712844757689,40.77550186046324,1.0176796651103452,1074.0618275150348,26.806558621247788,6.6000000000000005,1.7234057036243002,16.609490117988532,33,88.39209615683895,-28.685846185635103,0.0,0.8,0.1,0.1
True,False,False,False,64.47970105621667,62.47273993650946,0.968874528156428,1562.5325842998957,24.232937788244406,9.600000000000001,1.8928389709333875,11.570754013960713,34,109.61990096557608,-41.73183351741664,-1.6567390394360495,0.8,0.1,0.1
True,False,False,False,44.02865256174184,40.65192792905234,0.9233062009346236,915.7717385980714,20.799449570115165,7.0,1.7611847123318018,5.656966938670083,35,88.19074321672055,-24.458263539030927,-3.9938022728697984,0.8,0.1,0.1
False,True,False,False,37.168831651110494,53.52239121332396,1.4399804577049402,758.0843820982786,20.395701140518074,5.6000000000000005,17.866509553242818,0.43587062132290777,36,35.09588166008115,-20.24677855921571,-57.27788205561345,0.8,0.1,0.1
True,False,False,False,46.770698917131945,47.46071916814645,1.0147532593480606,854.2627861940898,18.264913845047893,6.6000000000000005,1.8447246741169614,7.081194683128692,37,94.95599449402948,-22.815493725879314,-0.023280677829697453,0.8,0.1,0.1
True,False,False,False,46.59584015046708,41.011777582577274,0.8801596333522954,1180.1048164862916,25.32639850843986,7.6000000000000005,1.8198379006220307,9.551348765016442,38,88.43193968195524,-31.518022874878692,-2.7989560281400823,0.8,0.1,0.1
True,False,False,False,44.89567353179426,45.208638318786825,1.0069709342208872,1139.2377922623098,25.375224440179593,7.0,1.6729622640732247,17.06151110621509,39,92.83567605471362,-30.42655389150925,-3.469676940707918,0.8,0.1,0.1
True,False,False,False,54.84803481727165,53.90764939620493,0.982854710762206,1220.5737521837348,22.253737189493176,7.6000000000000005,1.7349358586950552,5.2702046829274725,40,101.41271353750986,-32.598859782935534,-0.5261737141040449,0.8,0.1,0.1
False,True,False,False,36.54963720109264,42.88589191401104,1.1733602628681903,930.2494389418039,25.45167367390433,5.4,8.193197286930035,0.03823239734287753,41,34.152694627081004,-24.844931302974167,-53.314946905041495,0.8,0.1,0.1
True,False,False,False,40.90253163624886,40.6467938333128,0.9937476289924945,982.8938048667333,24.0301459481219,6.2,1.8368132782345978,11.816070465529705,42,88.18998055507821,-26.25094736720459,-0.5274248224079349,0.8,0.1,0.1
True,False,False,False,40.73305572583997,40.484811734521124,0.9939055887928053,764.3697001032938,18.76534147715311,6.0,0.9339439844358642,6.470581045424433,43,88.95086775008525,-20.414645679060015,-0.7354754856068347,0.8,0.1,0.1
True,False,False,False,55.34432322875517,55.56847557898929,1.0040501416795293,1163.3500418464778,21.02022346606341,8.4,1.9035925533235378,19.558609767880395,44,102.82488302566576,-31.07053942850703,-0.26969453191606607,0.8,0.1,0.1
True,False,False,False,63.199742774447756,60.252963417115915,0.9533735545752371,1382.3092885341027,21.872071433382214,9.8,1.6481618243145946,5.5549504222142865,45,107.62480159280133,-36.9184628073088,-6.368737278129356,0.8,0.1,0.1
False,True,False,False,30.996569359400176,40.60170608324904,1.3098774129639597,783.5623879041333,25.27900358323061,4.800000000000001,11.069650424885234,0.18130157674149716,46,29.052055658363813,-20.927240462749126,-54.99768629653739,0.8,0.1,0.1
True,False,False,False,56.17250876492852,55.941355806066504,0.9958849450746565,1345.901537338682,23.960146465436125,8.6,1.787122205848137,12.11559281836766,47,103.29423360021838,-35.94609126965438,-5.0133261227296275,0.8,0.1,0.1
True,False,False,False,54.327243947947984,53.682285204097795,0.9881282631515758,1119.1960512805701,20.60100917972011,7.6000000000000005,1.3842126590104866,3.4384533184860118,48,101.53807254508732,-29.89128275127644,-2.5940960647147673,0.8,0.1,0.1
True,False,False,False,47.74468810668992,43.91594846901575,0.9198080500783984,1324.2971047603082,27.737056356951037,9.200000000000001,1.9821683644751913,6.978118872452965,49,91.01378010454057,-35.369084049031926,-0.7168498796881134,0.8,0.1,0.1
True,False,False,False,52.038932003916734,52.11750251551186,1.0015098409703953,1007.075124875557,19.35234037469791,7.4,1.7227903230390962,10.97240802444018,50,99.65471219247277,-26.896777624428786,0.0,0.8,0.1,0.1
True,False,False,False,49.49007890114294,47.96838578440178,0.9692525623210108,1052.5746133957634,21.26839634865595,7.800000000000001,1.7573430315385217,11.885552218085058,51,95.43104275286326,-28.111969614107288,-10.0,0.8,0.1,0.1
True,False,False,False,42.27413433310943,43.143834264641306,1.0205728619935506,1100.001453881946,26.020673663337828,6.800000000000001,1.9721314118152125,10.760703394800606,52,90.4917028528261,-29.378636966400116,0.0,0.8,0.1,0.1
True,False,False,False,52.801741502848664,53.88898409457356,1.0205910365980304,996.7976322236532,18.878120377334064,7.4,1.8365305895716595,13.564590180633656,53,101.31245350500188,-26.622288236728824,-5.286993054456103,0.8,0.1,0.1
True,False,False,False,46.141227203054605,46.13125128197925,0.9997837959308831,1000.3972913915644,21.68120251741672,6.800000000000001,1.7854111509179131,6.554589887335214,54,93.66584013106134,-26.7184272732034,0.0,0.8,0.1,0.1
False,True,False,False,28.034383491456545,44.07080972875039,1.5720270696225915,636.3017395427424,22.697190388961285,4.6000000000000005,16.87480435837309,0.4526800487575615,55,26.736005370377306,-16.99423009046436,-52.32707785447297,0.8,0.1,0.1
False,True,False,False,12.404601874886769,47.895953766486244,3.8611439729840944,479.5917481561664,38.662405532506796,2.4000000000000004,36.627285201351896,0.17599594365451665,56,11.02866856513435,-12.808848398734341,-54.06067705595336,0.8,0.1,0.1
False,True,False,False,5.896092847967074,55.63733888435187,9.436306435292176,195.75761104111595,33.201242939824404,1.4000000000000001,50.33545126729465,-0.06694891835705663,57,5.161887617057218,-5.228258351742072,-53.100059545308866,0.8,0.1,0.1
True,False,False,False,54.59011887411157,55.242517990443886,1.0119508645481574,1061.8758333892727,19.45179558663407,7.6000000000000005,1.5852738555592543,8.472017730573992,58,102.89724413488463,-28.360384890804955,-3.492904625999362,0.8,0.1,0.1
